original order,Case Number,Year,Country,Activity,Sex,Age,Fatal,Species
4529,2003.05.10,2003,USA,Swimming,M,20,N,Reef shark
4528,2003.05.07,2003,USA,Surfing,M,34,N,Unknown/Other
4527,2003.05.03,2003,USA,Swimming,F,9,N,Unknown/Other
4526,2003.05.00,2003,PHILIPPINES,Other,Unknown,0,N,White shark
4525,2003.04.26,2003,BRAZIL,Other,M,0,N,Unknown/Other
4524,2003.04.25,2003,BRAZIL,Swimming,M,16,N,Unknown/Other
4523,2003.04.23.b,2003,BRAZIL,Surfing,M,17,N,Bull shark
4522,2003.04.23.a,2003,BRAZIL,Swimming,M,7,N,Unknown/Other
4521,2003.04.21.b,2003,USA,Surfing,M,36,N,Unknown/Other
4520,2003.04.21.a,2003,USA,Surfing,M,17,N,Unknown/Other
4519,2003.04.20.c,2003,USA,Surfing,M,30,N,Unknown/Other
4518,2003.04.20.b,2003,USA,Surfing,M,23,N,Unknown/Other
4517,2003.04.20.a,2003,USA,Surfing,M,18,N,Unknown/Other
4516,2003.04.19,2003,USA,Other,M,11,N,Unknown/Other
4515,2003.04.18,2003,USA,Surfing,M,12,N,Unknown/Other
4514,2003.04.15,2003,USA,Swimming,M,20,N,Unknown/Other
4513,2003.04.11,2003,VENEZUELA,Surfing,M,28,N,Mako shark
4512,2003.04.09,2003,USA,Surfing,M,0,N,Unknown/Other
4511,2003.04.04,2003,USA,Surfing,M,50,N,Unknown/Other
4510,2003.03.10,2003,USA,Other,F,0,N,Unknown/Other
4509,2003.02.27,2003,NEW ZEALAND,Diving,M,44,N,White shark
4508,2003.02.15.b,2003,AUSTRALIA,Swimming,M,37,N,Unknown/Other
4507,2003.02.15.a,2003,USA,Swimming,M,54,N,Unknown/Other
4506,2003.02.11,2003,AUSTRALIA,Swimming,M,24,N,Nurse shark
4505,2003.02.08,2003,AUSTRALIA,Swimming,M,84,Y,Bull shark
4503,2003.01.03,2003,COSTA RICA,Surfing,M,0,N,Bull shark
4502,2003.01.02,2003,AUSTRALIA,Surfing,F,0,N,Bronze whaler shark
4501,2002.12.29,2002,AUSTRALIA,Swimming,F,18,N,Hammerhead shark
4500,2002.12.24,2002,SOUTH AFRICA,Swimming,M,25,N,White shark
4499,2002.12.21,2002,AUSTRALIA,Diving,M,26,N,Wobbegong shark
4497,2002.12.16,2002,AUSTRALIA,Swimming,M,23,Y,Bull shark
4496,2002.12.01,2002,BRAZIL,Surfing,M,19,Y,Unknown/Other
4495,2002.11.28.b,2002,MICRONESIA,Diving,M,0,N,Blacktip shark
4494,2002.11.28.a,2002,USA,Surfing,M,48,N,White shark
4493,2002.11.17,2002,USA,Swimming,F,34,N,Unknown/Other
4492,2002.11.14,2002,TURKS & CAICOS,Swimming,F,41,N,Reef shark
4491,2002.11.11,2002,USA,Surfing,M,21,N,Unknown/Other
4490,2002.11.02,2002,USA,Surfing,M,16,N,Unknown/Other
4489,2002.11.00.a,2002,FRENCH POLYNESIA,Swimming,M,52,N,Unknown/Other
4488,2002.10.30,2002,USA,Swimming,F,60,N,Unknown/Other
4487,2002.10.14,2002,BRAZIL,Swimming,M,36,Y,Tiger shark
4486,2002.10.11,2002,USA,Surfing,M,21,N,Unknown/Other
4485,2002.10.05.b,2002,USA,Surfing,M,14,N,Spinner shark
4484,2002.10.05.a,2002,USA,Surfing,M,35,N,Unknown/Other
4483,2002.10.03,2002,USA,Surfing,M,18,N,Unknown/Other
4482,2002.09.30,2002,USA,Surfing,M,47,N,Unknown/Other
4481,2002.09.29,2002,USA,Surfing,M,32,N,Unknown/Other
4480,2002.09.27.c,2002,USA,Fishing,M,55,N,Blacktip shark
4479,2002.09.27.b,2002,USA,Fishing,M,0,N,Blacktip shark
4478,2002.09.27.a,2002,TONGA,Swimming,M,0,N,Tiger shark
4477,2002.09.21.b,2002,USA,Surfing,M,24,N,Unknown/Other
4476,2002.09.21.a,2002,USA,Surfing,M,35,N,Unknown/Other
4475,2002.09.16.b,2002,BRAZIL,Swimming,M,19,N,Tiger shark
4474,2002.09.16.a,2002,USA,Surfing,Unknown,0,N,Unknown/Other
4473,2002.09.13,2002,SOUTH AFRICA,Surfing,M,47,N,White shark
4472,2002.09.09,2002,USA,Surfing,M,20,N,Unknown/Other
4471,2002.09.05,2002,USA,Swimming,M,36,N,Hammerhead shark
4470,2002.08.28,2002,USA,Surfing,M,16,N,Tiger shark
4469,2002.08.17,2002,USA,Swimming,F,29,N,Unknown/Other
4468,2002.08.14,2002,USA,Surfing,M,27,N,Unknown/Other
4467,2002.08.11,2002,USA,Surfing,M,15,N,Nurse shark
4466,2002.08.07,2002,USA,Swimming,M,15,N,Unknown/Other
4465,2002.08.06.R,2002,UNITED KINGDOM,Diving,M,30,N,Tiger shark
4464,2002.08.05,2002,USA,Swimming,M,14,N,Unknown/Other
4463,2002.07.26,2002,USA,Surfing,M,13,N,Blacktip shark
4462,2002.07.20,2002,USA,Swimming,F,15,N,Bull shark
4461,2002.07.10,2002,USA,Surfing,M,19,N,Unknown/Other
4460,2002.07.09.b,2002,USA,Fishing,M,41,Y,Mako shark
4459,2002.07.09.a,2002,BRAZIL,Surfing,M,22,N,Tiger shark
4458,2002.07.04,2002,USA,Swimming,F,9,N,Bull shark
4457,2002.06.20.b,2002,AUSTRALIA,Surfing,M,30,N,Unknown/Other
4456,2002.06.20.a,2002,USA,Swimming,F,11,N,Unknown/Other
4454,2002.06.13.R2,2002,PAPUA NEW GUINEA,Other,Unknown,0,N,Unknown/Other
4453,2002.06.13.R1,2002,PAPUA NEW GUINEA,Other,Unknown,0,Y,Unknown/Other
4452,2002.06.11.b,2002,USA,Surfing,Unknown,0,N,Tiger shark
4451,2002.06.11.a,2002,USA,Surfing,M,28,N,Unknown/Other
4450,2002.06.09.b,2002,USA,Surfing,M,50,N,Unknown/Other
4449,2002.06.09.a,2002,USA,Swimming,M,10,N,Unknown/Other
4448,2002.06.03,2002,SOUTH AFRICA,Swimming,M,50,N,Bronze whaler shark
4447,2002.05.31.b,2002,USA,Surfing,M,24,N,White shark
4446,2002.05.31.a,2002,USA,Swimming,M,16,N,Unknown/Other
4445,2002.05.22.b,2002,USA,Fishing,M,55,N,Blacktip shark
4444,2002.05.22.a,2002,USA,Swimming,M,35,N,Unknown/Other
4443,2002.05.21.R,2002,COSTA RICA,Surfing,M,0,N,Bull shark
4442,2002.05.21,2002,PAPUA NEW GUINEA,Other,M,14,N,Unknown/Other
4441,2002.05.13,2002,USA,Fishing,M,31,N,Unknown/Other
4440,2002.05.10,2002,BRAZIL,Surfing,M,40,N,Unknown/Other
4439,2002.05.07,2002,AUSTRALIA,Fishing,M,20,N,Unknown/Other
4438,2002.04.30,2002,AUSTRALIA,Diving,M,23,Y,White shark
4437,2002.04.21,2002,AUSTRALIA,Fishing,M,52,UNKNOWN,Unknown/Other
4436,2002.04.20,2002,USA,Swimming,M,34,N,Unknown/Other
4435,2002.04.18,2002,USA,Surfing,M,28,N,Unknown/Other
4434,2002.04.12,2002,AUSTRALIA,Swimming,M,45,N,Unknown/Other
4433,2002.04.09,2002,BAHAMAS,Swimming,M,43,N,Bull shark
4432,2002.04.02,2002,USA,Swimming,M,41,N,Unknown/Other
4431,2002.04.01,2002,USA,Swimming,M,29,N,Unknown/Other
4430,2002.03.25.b,2002,USA,Surfing,M,17,N,Tiger shark
4429,2002.03.25.a,2002,USA,Swimming,F,11,N,Unknown/Other
4428,2002.03.24,2002,BRAZIL,Swimming,M,16,Y,Unknown/Other
4427,2002.03.19,2002,USA,Swimming,M,20,N,Unknown/Other
4426,2002.03.15.b,2002,USA,Swimming,M,39,N,Nurse shark
4425,2002.03.15.a,2002,USA,Surfing,M,31,N,Spinner shark
4424,2002.03.03,2002,NEW CALEDONIA,Fishing,M,44,UNKNOWN,Unknown/Other
4423,2002.02.23,2002,TURKS & CAICOS,Fishing,M,0,Y,Unknown/Other
4422,2002.02.16,2002,AUSTRALIA,Surfing,M,30,N,Bronze whaler shark
4421,2002.02.11,2002,FIJI,Other,M,15,Y,Unknown/Other
4420,2002.02.07,2002,AUSTRALIA,Kayaking,M,35,N,Unknown/Other
4419,2002.01.30.b,2002,AUSTRALIA,Surfing,M,20,N,Tiger shark
4418,2002.01.30.a,2002,AUSTRALIA,Swimming,M,32,N,Unknown/Other
4417,2002.01.04,2002,SOUTH AFRICA,Fishing,M,16,N,Zambesi shark
4416,2002.01.03,2002,BRAZIL,Swimming,Unknown,0,Y,Unknown/Other
4415,2002.01.01.b,2002,SOUTH AFRICA,Surfing,M,26,N,Unknown/Other
4414,2002.01.01.a,2002,USA,Swimming,M,35,N,Tiger shark
4413,2001.12.21,2001,AUSTRALIA,Surfing,M,36,N,Unknown/Other
4412,2001.11.23,2001,AUSTRALIA,Surfing,M,49,N,Bronze whaler shark
4411,2001.11.14,2001,USA,Surfing,Unknown,0,N,Unknown/Other
4410,2001.11.07,2001,AUSTRALIA,Surfing,M,0,UNKNOWN,Unknown/Other
4409,2001.10.07,2001,SOUTH AFRICA,Sailing,M,0,N,Mako shark
4408,2001.10.02,2001,AUSTRALIA,Swimming,F,20,N,Bronze whaler shark
4407,2001.09.30.b,2001,MEXICO,Surfing,M,26,N,Tiger shark
4406,2001.09.30.a,2001,AUSTRALIA,Other,M,31,N,White shark
4405,2001.09.24,2001,USA,Surfing,M,21,N,Unknown/Other
4404,2001.09.18,2001,USA,Surfing,M,14,N,Unknown/Other
4403,2001.09.16,2001,USA,Diving,M,42,Y,Unknown/Other
4402,2001.09.15.b,2001,USA,Surfing,M,0,N,Unknown/Other
4401,2001.09.15.a,2001,USA,Surfing,M,16,N,Unknown/Other
4400,2001.09.13,2001,UNITED KINGDOM,Diving,M,0,N,Tiger shark
4399,2001.09.08,2001,USA,Fishing,M,44,N,Unknown/Other
4398,2001.09.07.b,2001,USA,Swimming,M,13,N,Unknown/Other
4396,2001.09.03.b,2001,USA,Swimming,M,28,Y,White shark
4395,2001.09.03.a,2001,USA,Swimming,F,23,N,White shark
4394,2001.09.02,2001,USA,Swimming,M,20,N,Unknown/Other
4393,2001.09.01,2001,USA,Swimming,M,10,Y,Bull shark
4392,2001.08.31,2001,BAHAMAS,Fishing,M,44,N,Bull shark
4391,2001.08.29,2001,USA,Swimming,F,29,N,Unknown/Other
4390,2001.08.27,2001,USA,Swimming,M,69,N,Unknown/Other
4389,2001.08.26,2001,USA,Surfing,M,18,N,Unknown/Other
4388,2001.08.25,2001,USA,Surfing,M,18,N,Unknown/Other
4387,2001.08.22,2001,USA,Surfing,M,17,N,Unknown/Other
4386,2001.08.21,2001,USA,Surfing,M,27,N,Unknown/Other
4385,2001.08.19.c,2001,USA,Surfing,M,32,N,Unknown/Other
4384,2001.08.19.b,2001,USA,Surfing,F,17,N,Unknown/Other
4383,2001.08.19.a,2001,USA,Surfing,F,17,N,Unknown/Other
4382,2001.08.18.c,2001,USA,Surfing,M,20,N,Blacktip shark
4381,2001.08.18.b,2001,USA,Surfing,M,19,N,Blacktip shark
4380,2001.08.18.a,2001,USA,Surfing,M,19,N,Blacktip shark
4379,2001.08.16,2001,BAHAMAS,Fishing,M,43,N,Bull shark
4378,2001.08.12,2001,THAILAND,Other,M,21,N,Unknown/Other
4377,2001.08.05,2001,USA,Other,F,0,N,Unknown/Other
4376,2001.08.04,2001,BAHAMAS,Swimming,M,36,N,Unknown/Other
4375,2001.08.03,2001,ITALY,Fishing,Unknown,0,N,Unknown/Other
4374,2001.07.26,2001,USA,Other,F,0,N,Unknown/Other
4373,2001.07.25,2001,USA,Other,M,0,N,Unknown/Other
4372,2001.07.24,2001,USA,Other,F,0,N,Nurse shark
4371,2001.07.21,2001,USA,Fishing,Unknown,0,N,Mako shark
4370,2001.07.15.b,2001,USA,Surfing,M,48,N,Unknown/Other
4369,2001.07.15.a,2001,USA,Surfing,M,18,N,Unknown/Other
4368,2001.07.06.b,2001,MEXICO,Surfing,M,42,N,Unknown/Other
4367,2001.07.06.a,2001,USA,Swimming,M,8,N,Bull shark
4366,2001.07.03,2001,USA,Other,Unknown,0,N,Unknown/Other
4365,2001.07.00,2001,USA,Swimming,M,35,N,Unknown/Other
4364,2001.06.12,2001,USA,Swimming,M,14,N,Unknown/Other
4363,2001.06.10,2001,USA,Fishing,M,52,N,White shark
4361,2001.06.03,2001,USA,Swimming,F,29,N,Unknown/Other
4360,2001.05.29,2001,USA,Other,M,16,N,Unknown/Other
4359,2001.05.23,2001,USA,Swimming,M,11,N,Unknown/Other
4358,2001.05.20,2001,USA,Swimming,M,0,N,Unknown/Other
4357,2001.05.18,2001,PHILIPPINES,Fishing,M,24,N,Unknown/Other
4355,2001.05.08,2001,SOUTH AFRICA,Surfing,M,26,N,White shark
4354,2001.05.04,2001,AUSTRALIA,Surfing,M,33,N,Unknown/Other
4353,2001.05.03,2001,USA,Surfing,M,45,N,Unknown/Other
4352,2001.05.00,2001,FIJI,Fishing,M,0,Y,Unknown/Other
4351,2001.04.28,2001,USA,Surfing,M,14,N,Unknown/Other
4350,2001.04.13.b,2001,USA,Surfing,M,16,N,Unknown/Other
4349,2001.04.13.a,2001,USA,Surfing,M,12,N,Blacktip shark
4348,2001.04.12.e,2001,USA,Other,M,0,N,Unknown/Other
4347,2001.04.12.d,2001,USA,Surfing,M,38,N,Unknown/Other
4346,2001.04.12.c,2001,USA,Surfing,M,21,N,Blacktip shark
4345,2001.04.12.b,2001,USA,Surfing,M,12,N,Blacktip shark
4344,2001.04.12.a,2001,USA,Surfing,M,22,N,Blacktip shark
4343,2001.04.11.d,2001,USA,Surfing,M,19,N,Blacktip shark
4342,2001.04.11.c,2001,USA,Surfing,M,22,N,Unknown/Other
4341,2001.04.11.a,2001,USA,Surfing,M,0,N,White shark
4340,2001.04.10,2001,USA,Surfing,Unknown,16,N,Blacktip shark
4339,2001.04.08.b,2001,SOUTH AFRICA,Surfing,M,46,N,White shark
4338,2001.04.08.a,2001,AUSTRALIA,Swimming,M,0,N,Wobbegong shark
4337,2001.04.05,2001,USA,Swimming,M,26,N,Unknown/Other
4336,2001.04.02.b,2001,BRAZIL,Other,F,12,N,Unknown/Other
4335,2001.04.02.a,2001,AUSTRALIA,Surfing,M,40,N,Bronze whaler shark
4334,2001.03.23,2001,USA,Surfing,M,0,N,Unknown/Other
4333,2001.03.09,2001,USA,Surfing,M,0,N,Spinner shark
4331,2001.03.03,2001,BRAZIL,Swimming,M,20,Y,Unknown/Other
4330,2001.03.00,2001,CARIBBEAN SEA,Shipwreck,Unknown,0,Y,Tiger shark
4329,2001.02.26,2001,AUSTRALIA,Fishing,Unknown,0,N,White shark
4327,2001.02.04,2001,AUSTRALIA,Surfing,M,40,N,Bronze whaler shark
4326,2001.01.24.R,2001,AUSTRALIA,Kayaking,M,35,N,Unknown/Other
4325,2001.01.24,2001,CUBA,Swimming,F,55,N,Unknown/Other
4324,2001.01.21,2001,AUSTRALIA,Fishing,Unknown,0,N,White shark
4323,2001.01.09,2001,USA,Surfing,M,0,N,Unknown/Other
4322,2001.01.06,2001,NEW ZEALAND,Kayaking,M,0,N,White shark
4321,2000.12.24,2000,AUSTRALIA,Diving,M,23,N,Unknown/Other
4320,2000.12.12,2000,FIJI,Swimming,M,47,Y,Unknown/Other
4319,2000.12.11,2000,AUSTRALIA,Fishing,Unknown,0,N,White shark
4318,2000.12.05,2000,CANADA,Diving,M,30,N,Unknown/Other
4317,2000.12.03,2000,AUSTRALIA,Fishing,M,38,N,Bronze whaler shark
4316,2000.12.00,2000,NEW ZEALAND,Surfing,F,0,Y,Unknown/Other
4315,2000.11.21,2000,AUSTRALIA,Swimming,M,28,N,Tiger shark
4313,2000.11.18,2000,USA,Swimming,M,73,N,Unknown/Other
4312,2000.11.10,2000,USA,Swimming,F,27,UNKNOWN,Unknown/Other
4311,2000.11.06.b,2000,AUSTRALIA,Swimming,M,52,N,White shark
4310,2000.11.06.a,2000,AUSTRALIA,Swimming,M,49,Y,White shark
4309,2000.11.04,2000,USA,Surfing,M,27,N,White shark
4308,2000.10.29,2000,AUSTRALIA,Fishing,Unknown,31,N,White shark
4307,2000.10.20,2000,USA,Surfing,M,23,N,Unknown/Other
4306,2000.10.18,2000,USA,Swimming,F,56,N,Tiger shark
4305,2000.10.14,2000,USA,Swimming,M,69,N,Unknown/Other
4304,2000.10.09,2000,USA,Surfing,M,17,N,Unknown/Other
4303,2000.10.06.b,2000,USA,Surfing,M,23,N,Blacktip shark
4302,2000.10.06.a,2000,USA,Surfing,M,11,N,Unknown/Other
4301,2000.10.02,2000,USA,Surfing,M,24,N,Unknown/Other
4300,2000.09.29,2000,USA,Surfing,M,0,N,White shark
4299,2000.09.25,2000,AUSTRALIA,Surfing,M,17,Y,White shark
4298,2000.09.24,2000,AUSTRALIA,Surfing,M,25,Y,White shark
4297,2000.09.18,2000,AUSTRALIA,Other,M,12,N,Blue shark
4296,2000.09.16.b,2000,JAPAN,Surfing,M,31,Y,White shark
4295,2000.09.16.a,2000,USA,Other,Unknown,0,N,Unknown/Other
4294,2000.09.15,2000,USA,Surfing,M,49,N,Unknown/Other
4293,2000.09.12,2000,USA,Surfing,F,26,N,Unknown/Other
4292,2000.09.11,2000,USA,Swimming,M,25,N,Unknown/Other
4291,2000.09.10.b,2000,USA,Swimming,M,8,N,Unknown/Other
4290,2000.09.10.a,2000,SOUTH AFRICA,Diving,M,48,N,White shark
4289,2000.09.08.c,2000,TANZANIA,Swimming,M,28,Y,Zambesi shark
4288,2000.09.08.b,2000,USA,Swimming,M,40,N,Unknown/Other
4287,2000.09.08.a,2000,REUNION,Surfing,M,27,N,Tiger shark
4286,2000.09.00.b,2000,TANZANIA,Swimming,Unknown,0,Y,Zambesi shark
4285,2000.08.31,2000,USA,Swimming,M,47,N,Unknown/Other
4284,2000.08.30,2000,USA,Other,M,69,Y,Bull shark
4283,2000.08.27.R,2000,USA,Other,M,0,N,Unknown/Other
4282,2000.08.21,2000,USA,Swimming,M,0,N,Unknown/Other
4281,2000.08.15,2000,USA,Surfing,M,53,N,Tiger shark
4280,2000.08.13,2000,USA,Surfing,M,27,N,Unknown/Other
4279,2000.08.12,2000,USA,Swimming,F,44,N,Blacktip shark
4276,2000.08.00,2000,TANZANIA,Swimming,Unknown,0,Y,Zambesi shark
4275,2000.07.25,2000,USA,Other,M,5,N,Unknown/Other
4274,2000.07.22,2000,USA,Swimming,F,45,N,Nurse shark
4273,2000.07.17,2000,USA,Surfing,M,16,N,Unknown/Other
4272,2000.07.16.b,2000,USA,Surfing,M,14,N,Unknown/Other
4271,2000.07.16.a,2000,SOUTH AFRICA,Surfing,M,15,N,Unknown/Other
4270,2000.07.15.b,2000,SOUTH AFRICA,Surfing,M,18,N,Unknown/Other
4269,2000.07.15.a,2000,SOUTH AFRICA,Surfing,M,0,N,Unknown/Other
4268,2000.07.12,2000,TONGA,Diving,M,69,N,Reef shark
4267,2000.07.10,2000,USA,Swimming,M,13,N,Unknown/Other
4266,2000.07.09,2000,USA,Swimming,M,41,N,Unknown/Other
4265,2000.07.07,2000,USA,Other,M,5,N,Lemon shark
4264,2000.07.06,2000,USA,Swimming,F,12,N,Tiger shark
4263,2000.07.04.b,2000,USA,Swimming,F,20,N,Unknown/Other
4262,2000.07.04.a,2000,USA,Fishing,F,55,N,Nurse shark
4261,2000.07.02.b,2000,USA,Swimming,F,13,N,Unknown/Other
4260,2000.07.02.a,2000,USA,Swimming,F,19,N,Blacktip shark
4259,2000.07.00,2000,TANZANIA,Swimming,Unknown,0,Y,Zambesi shark
4258,2000.06.30,2000,PAPUA NEW GUINEA,Other,M,0,Y,Unknown/Other
4257,2000.06.29,2000,NEW ZEALAND,Fishing,M,0,N,Mako shark
4256,2000.06.19,2000,USA,Swimming,M,52,N,Unknown/Other
4255,2000.06.13,2000,USA,Sailing,Unknown,0,N,Bull shark
4254,2000.06.10,2000,USA,Surfing,M,17,N,Blacktip shark
4253,2000.06.09.b,2000,USA,Swimming,M,55,N,Bull shark
4252,2000.06.09.a,2000,USA,Swimming,M,44,N,Bull shark
4251,2000.06.02,2000,USA,Swimming,M,13,N,Unknown/Other
4250,2000.06.00,2000,TANZANIA,Swimming,M,0,Y,Zambesi shark
4249,2000.05.13,2000,NEW CALEDONIA,Shipwreck,Unknown,0,Y,Tiger shark
4247,2000.05.07.b,2000,PAPUA NEW GUINEA,Swimming,M,9,N,Unknown/Other
4246,2000.05.07.a,2000,PAPUA NEW GUINEA,Diving,M,0,Y,Unknown/Other
4245,2000.04.14,2000,USA,Swimming,M,34,N,Unknown/Other
4244,2000.04.09,2000,USA,Swimming,M,0,N,Unknown/Other
4243,2000.03.31,2000,USA,Fishing,M,0,N,Unknown/Other
4242,2000.03.30,2000,AUSTRALIA,Swimming,M,26,N,Unknown/Other
4241,2000.03.26,2000,USA,Surfing,F,14,N,Unknown/Other
4240,2000.03.24,2000,USA,Surfing,M,37,N,Unknown/Other
4239,2000.03.15,2000,NEW CALEDONIA,Fishing,M,35,Y,Tiger shark
4238,2000.03.14,2000,AUSTRALIA,Surfing,M,0,N,Tiger shark
4237,2000.03.10,2000,AUSTRALIA,Kayaking,Unknown,0,N,Unknown/Other
4236,2000.03.09,2000,AUSTRALIA,Kayaking,Unknown,0,N,Unknown/Other
4235,2000.03.03.R,2000,NEW ZEALAND,Kayaking,M,27,UNKNOWN,Unknown/Other
4234,2000.03.02,2000,AUSTRALIA,Swimming,M,0,N,Unknown/Other
4233,2000.03.00,2000,USA,Fishing,M,39,N,Mako shark
4232,2000.02.21,2000,USA,Other,M,27,N,Unknown/Other
4231,2000.02.19,2000,SOUTH AFRICA,Surfing,M,0,N,White shark
4230,2000.02.14,2000,UNITED KINGDOM,Other,M,0,N,Blacktip shark
4229,2000.02.03,2000,NEW ZEALAND,Surfing,M,12,N,Unknown/Other
4228,2000.02.01,2000,AUSTRALIA,Surfing,M,26,N,Unknown/Other
4227,2000.01.28.R,2000,REUNION,Shipwreck,M,0,Y,Unknown/Other
4226,2000.01.05,2000,THAILAND,Diving,M,35,Y,Unknown/Other
4225,2000.00.00,2000,USA,Fishing,M,0,N,Hammerhead shark
4224,1999.12.31.c,1999,NEW ZEALAND,Surfing,M,15,N,Sevengill shark
4223,1999.12.31.b,1999,NEW ZEALAND,Swimming,F,13,N,Sevengill shark
4222,1999.12.31.a,1999,NEW ZEALAND,Swimming,F,12,N,Sevengill shark
4221,1999.12.26,1999,BRAZIL,Surfing,M,18,N,White shark
4218,1999.12.02,1999,USA,Surfing,M,35,N,Unknown/Other
4217,1999.11.30,1999,USA,Surfing,M,19,N,Unknown/Other
4216,1999.11.23,1999,USA,Swimming,F,51,N,Tiger shark
4215,1999.11.15,1999,USA,Surfing,M,0,N,White shark
4214,1999.11.13,1999,SOUTH AFRICA,Surfing,M,35,N,White shark
4213,1999.11.06,1999,BRAZIL,Swimming,M,39,N,Unknown/Other
4212,1999.11.00.b,1999,MARSHALL ISLANDS,Swimming,M,12,N,Reef shark
4211,1999.11.00.a,1999,MARSHALL ISLANDS,Swimming,M,12,N,Reef shark
4210,1999.10.30.b,1999,USA,Surfing,M,45,N,Unknown/Other
4209,1999.10.30.a,1999,USA,Surfing,M,13,N,Unknown/Other
4208,1999.10.20,1999,USA,Surfing,M,0,N,Lemon shark
4207,1999.10.01,1999,USA,Surfing,M,16,N,Tiger shark
4206,1999.09.29,1999,USA,Swimming,M,22,N,Unknown/Other
4205,1999.09.24,1999,ITALY,Fishing,Unknown,0,N,White shark
4204,1999.09.18,1999,USA,Kayaking,M,37,N,White shark
4203,1999.09.16,1999,USA,Swimming,F,61,N,Unknown/Other
4202,1999.09.10,1999,USA,Swimming,F,10,N,Unknown/Other
4201,1999.09.05,1999,USA,Surfing,M,13,N,Unknown/Other
4200,1999.09.04.b,1999,USA,Swimming,M,7,N,Unknown/Other
4199,1999.09.04.a,1999,USA,Swimming,M,39,N,Unknown/Other
4198,1999.08.26,1999,USA,Surfing,M,28,N,Unknown/Other
4197,1999.08.24,1999,USA,Surfing,M,0,N,Unknown/Other
4196,1999.08.23,1999,MARSHALL ISLANDS,Fishing,M,23,N,Unknown/Other
4195,1999.08.21,1999,USA,Surfing,M,17,N,Unknown/Other
4194,1999.08.16,1999,USA,Other,M,10,N,Unknown/Other
4193,1999.08.05.a,1999,USA,Surfing,M,62,N,Unknown/Other
4192,1999.08.05,1999,BAHAMAS,Fishing,M,35,N,Bull shark
4191,1999.07.29,1999,SOUTH AFRICA,Surfing,M,42,N,White shark
4190,1999.07.26,1999,USA,Swimming,M,43,N,Bull shark
4189,1999.07.21,1999,USA,Surfing,M,43,N,Tiger shark
4188,1999.07.15,1999,SOUTH AFRICA,Surfing,M,14,Y,White shark
4187,1999.07.06,1999,USA,Other,M,0,N,Unknown/Other
4186,1999.07.04,1999,USA,Swimming,F,30,N,Blacktip shark
4185,1999.07.03,1999,SOUTH AFRICA,Surfing,M,29,N,White shark
4184,1999.06.19,1999,USA,Other,M,20,N,Unknown/Other
4183,1999.06.17,1999,USA,Surfing,M,21,N,Unknown/Other
4182,1999.06.12,1999,USA,Swimming,M,41,N,Unknown/Other
4181,1999.06.09,1999,USA,Swimming,M,5,N,Spinner shark
4180,1999.05.29,1999,AUSTRALIA,Surfing,M,22,Y,White shark
4179,1999.05.01,1999,BRAZIL,Surfing,M,21,N,Tiger shark
4178,1999.04.22,1999,MAURITIUS,Swimming,F,41,N,Unknown/Other
4177,1999.04.11,1999,REUNION,Swimming,M,52,Y,Bull shark
4176,1999.04.01,1999,USA,Surfing,M,14,N,Unknown/Other
4175,1999.03.18.R,1999,NEW ZEALAND,Fishing,M,0,N,Sevengill shark
4174,1999.03.18.b,1999,BRAZIL,Other,M,0,N,Unknown/Other
4173,1999.03.18.a,1999,USA,Swimming,F,29,Y,Unknown/Other
4172,1999.03.14.b,1999,NEW CALEDONIA,Fishing,M,0,N,Unknown/Other
4171,1999.03.14.a,1999,NEW ZEALAND,Fishing,M,28,N,Mako shark
4170,1999.03.08,1999,USA,Surfing,M,18,N,Unknown/Other
4169,1999.03.05,1999,USA,Swimming,F,29,N,Unknown/Other
4168,1999.02.26.R,1999,USA,Other,Unknown,0,N,Basking shark
4167,1999.02.23,1999,AUSTRALIA,Surfing,M,35,N,Tiger shark
4166,1999.02.03,1999,USA,Surfing,M,25,N,Spinner shark
4165,1999.01.29,1999,MAURITIUS,Fishing,M,47,N,Bull shark
4164,1999.01.13,1999,SOUTH AFRICA,Surfing,M,0,N,White shark
4163,1999.01.07,1999,NEW ZEALAND,Other,Unknown,0,N,Unknown/Other
4161,1999.01.03,1999,REUNION,Fishing,Unknown,0,Y,Bull shark
4160,1999.00.00.b,1999,SOUTH AFRICA,Fishing,M,30,N,White shark
4158,1998.12.24,1998,USA,Surfing,M,19,N,Unknown/Other
4157,1998.12.22,1998,AUSTRALIA,Swimming,F,21,N,Unknown/Other
4156,1998.12.20.R,1998,SOUTH AFRICA,Surfing,M,18,N,White shark
4155,1998.12.18,1998,SOUTH AFRICA,Swimming,M,14,N,Unknown/Other
4154,1998.12.15,1998,AUSTRALIA,Surfing,F,21,N,Unknown/Other
4153,1998.11.21,1998,USA,Swimming,M,9,Y,Tiger shark
4152,1998.11.14,1998,USA,Surfing,M,14,N,Unknown/Other
4151,1998.11.11,1998,USA,Swimming,M,13,N,Unknown/Other
4150,1998.11.05,1998,USA,Surfing,M,32,N,White shark
4149,1998.11.02.b,1998,JAPAN,Fishing,M,52,N,Unknown/Other
4148,1998.11.02.a,1998,BRAZIL,Surfing,M,22,Y,White shark
4147,1998.10.24,1998,USA,Swimming,F,17,N,Unknown/Other
4146,1998.10.18,1998,SOUTH AFRICA,Surfing,M,30,N,Unknown/Other
4145,1998.10.10,1998,USA,Surfing,M,0,N,Unknown/Other
